Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
562,"562.99614","Escherichia coli 958b466e-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.22706","Escherichia coli O75:H5 strain ECO0191","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.98737","Escherichia coli a5c8818c-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99066","Escherichia coli 16d6a3ea-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99032","Escherichia coli 88ca5574-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.140866","Escherichia coli 013-E3-S06","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
562,"562.7712","Escherichia coli strain 403726_aEPEC","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.22586","Escherichia coli O15:H1 strain ECO0161","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.7681","Escherichia coli strain R302583-2B","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.57294","Escherichia coli strain 24742_1#366","trimethoprim","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.144911","Escherichia coli MGL_106","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,"BD","CLSI, EUCAST",2021,,,,"Laboratory Method",,"37549252"
562,"562.22652","Escherichia coli O15:H18 strain ECO0239","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.99695","Escherichia coli 4dfff3d0-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7679","Escherichia coli strain 401352","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.99150","Escherichia coli a6a9dd5c-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7691","Escherichia coli strain 703063","trimethoprim","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.100335","Escherichia coli 22a65760-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.42719","Escherichia coli strain 337","trimethoprim/sulfamethoxazole","Resistant","16/304",">=","16/304","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.100167","Escherichia coli fe12c7da-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7697","Escherichia coli strain 401709_aEPEC","trimethoprim","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.45635","Escherichia coli strain EC_47","trimethoprim/sulfamethoxazole","Resistant","6",,"6","mm","Disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
562,"562.19151","Escherichia coli strain 104","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2016,,,,"Laboratory Method",,"29112974"
562,"562.22672","Escherichia coli O17:H18 strain ECO0260","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.31458","Escherichia coli strain KCRI-115 strain R0004_115","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"CLSI",2013,,,,"Laboratory Method",,"29977533"
562,"562.58737","Escherichia coli strain 15057173","trimethoprim","Resistant","64",,"64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,"29951045"
562,"562.7704","Escherichia coli strain 401082","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.42706","Escherichia coli strain 283","trimethoprim/sulfamethoxazole","Resistant","16/304",">=","16/304","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.19823","Escherichia coli strain AR_0128","trimethoprim/sulfamethoxazole","Resistant",">8/152",">","8/152","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.100948","Escherichia coli 5b862bf0-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.135590","Escherichia coli 20200203_MGL_01","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
562,"562.45650","Escherichia coli strain EC_43","trimethoprim/sulfamethoxazole","Resistant","6",,"6","mm","Disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
562,"562.42834","Escherichia coli strain MUGSI_179","trimethoprim/sulfamethoxazole","Resistant","8/152",">","8/152","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.99343","Escherichia coli e7a782d8-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100160","Escherichia coli fc69f142-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.58760","Escherichia coli strain 120","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2016,,,,"Laboratory Method",,"29112974"
562,"562.98877","Escherichia coli 1794ea44-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.7767","Escherichia coli strain 503947_aEPEC","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.22527","Escherichia coli O15:H12 strain ECO0101","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.140825","Escherichia coli 016-E1-S02","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
562,"562.58719","Escherichia coli strain 14062104","trimethoprim","Resistant","32",,"32","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,"29951045"
562,"562.58742","Escherichia coli strain 102","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2016,,,,"Laboratory Method",,"29112974"
562,"562.100533","Escherichia coli e2df14fe-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.59228","Escherichia coli strain PBIO1947","trimethoprim/sulfamethoxazole","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",2008,,,,"Laboratory Method",,"32066506"
562,"562.7643","Escherichia coli strain 102010_aEPEC","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.97965","Escherichia coli 661d2c3a-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.100625","Escherichia coli cc0a5d3e-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100750","Escherichia coli 9cd973e2-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.17620","Escherichia coli strain AR_0114","trimethoprim/sulfamethoxazole","Resistant",">8/152",">","8/152","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.97997","Escherichia coli 0e448094-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.57119","Escherichia coli strain 24742_1#302","trimethoprim","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.100256","Escherichia coli 2928ee04-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.28131","Escherichia coli strain CRE1540","trimethoprim","Resistant","==6","=","6","mm","Disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.7685","Escherichia coli strain 403308_aEPEC","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.73386","Escherichia coli strain BB1434","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST, CLSI",2019,,,,"Laboratory Method",,"33846529"
562,"562.135577","Escherichia coli 20200203_MGL_11","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
562,"562.22552","Escherichia coli O6:H1 strain ECO0127","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.144918","Escherichia coli 20200622_MGL_67","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,"BD","CLSI, EUCAST",2021,,,,"Laboratory Method",,"37549252"
562,"562.7784","Escherichia coli strain 703108","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.7777","Escherichia coli strain 402842","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.98437","Escherichia coli 69428e5a-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.22636","Escherichia coli O17:H18 strain ECO0223","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.57177","Escherichia coli strain 24742_1#148","trimethoprim","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.57298","Escherichia coli strain 24742_1#241","trimethoprim","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.57493","Escherichia coli strain PB335","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.57199","Escherichia coli strain 24742_1#339","trimethoprim","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.99124","Escherichia coli e6c260fe-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98542","Escherichia coli 971b97c8-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100791","Escherichia coli f8778e50-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.57201","Escherichia coli strain 24742_1#343","trimethoprim","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.99207","Escherichia coli 38ee7728-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98324","Escherichia coli 4792ec64-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.144965","Escherichia coli PT_EC0180","trimethoprim","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.57283","Escherichia coli strain 24742_1#232","trimethoprim","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.22531","Escherichia coli O9:H10 strain ECO0106","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.42818","Escherichia coli strain M8","trimethoprim/sulfamethoxazole","Resistant","16/304",">=","16/304","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.57433","Escherichia coli strain W2_6_ERG5","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.7665","Escherichia coli strain 302613","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.58787","Escherichia coli strain ENV663","trimethoprim","Resistant",">8",">","8","mg/L","Broth dilution",,,"Thermo Fisher Scientific","clsi",2013,,,,"Laboratory Method",,"29184361"
562,"562.99232","Escherichia coli 7842d3ec-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7782","Escherichia coli strain 500094","trimethoprim","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.99706","Escherichia coli 74051c9a-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.22787","Escherichia coli O2:H1 strain ECO0376","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.57266","Escherichia coli strain 24742_1#220","trimethoprim","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.97760","Escherichia coli ccb7f552-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.145404","Escherichia coli AGA06_2511","trimethoprim/sulfamethoxazole","Resistant",,,,,"Broth dilution",,"Sensititre","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"34762732"
562,"562.99218","Escherichia coli a1a03374-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7686","Escherichia coli strain 702890_aEPEC","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.57457","Escherichia coli strain PB251","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.98973","Escherichia coli c058dcd6-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99599","Escherichia coli a8d6d634-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7791","Escherichia coli strain 500193","trimethoprim","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.57392","Escherichia coli strain W1_5_ERB1","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.98701","Escherichia coli 19fb66fa-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.57403","Escherichia coli strain W2_10_ERG1","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.73370","Escherichia coli strain BB1439","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST, CLSI",2019,,,,"Laboratory Method",,"33846529"
562,"562.7775","Escherichia coli strain G603423","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.140849","Escherichia coli 016-E1-U06","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
562,"562.29008","Escherichia coli strain AR437","trimethoprim/sulfamethoxazole","Resistant",">8/152",">","8/152","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.99610","Escherichia coli 94b3f498-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100083","Escherichia coli 278ef6f6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98943","Escherichia coli 8a62c924-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.22566","Escherichia coli O2:H7 strain ECO0141","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.57388","Escherichia coli strain W1_5_ERG10","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.7571","Escherichia coli strain 401886_aEPEC","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.99644","Escherichia coli 8f65ad92-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.42768","Escherichia coli strain M14","trimethoprim/sulfamethoxazole","Resistant","16/304",">=","16/304","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.140914","Escherichia coli 008-E1-S11","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
562,"562.28811","Escherichia coli strain JEONG-9597","sulfamethoxazole/trimethoprim","Resistant",,,,,"Disk diffusion",,,,"CLSI",2015,,,,"Laboratory Method",,"31053578"
562,"562.45599","Escherichia coli strain EC_78","trimethoprim/sulfamethoxazole","Resistant","6",,"6","mm","Disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
562,"562.45397","Escherichia coli strain BR12-DEC","trimethoprim/sulfamethoxazole","Resistant","==6","=","6","mm","Disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.98222","Escherichia coli b5d9c09a-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.7566","Escherichia coli strain 602370_aEPEC","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.98794","Escherichia coli 5ed639c6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98370","Escherichia coli d40e545e-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98232","Escherichia coli b2d4e8ca-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99834","Escherichia coli f6298f0e-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98597","Escherichia coli 9de634c2-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.42773","Escherichia coli strain M19","trimethoprim/sulfamethoxazole","Resistant","16/304",">=","16/304","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.99418","Escherichia coli d994a882-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7741","Escherichia coli strain 202317_aEPEC","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.100410","Escherichia coli 99192bee-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97894","Escherichia coli 9a139480-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99048","Escherichia coli c515fd3a-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.42681","Escherichia coli strain 232","trimethoprim/sulfamethoxazole","Resistant","16/304",">=","16/304","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.58749","Escherichia coli strain 111","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2016,,,,"Laboratory Method",,"29112974"
562,"562.100252","Escherichia coli 595c733e-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98145","Escherichia coli affd1460-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.7774","Escherichia coli strain 503891_aEPEC","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.7673","Escherichia coli strain 401250_aEPEC","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.58777","Escherichia coli strain ENV225","trimethoprim","Resistant",">8",">","8","mg/L","Broth dilution",,,"Thermo Fisher Scientific","clsi",2013,,,,"Laboratory Method",,"29184361"
562,"562.99332","Escherichia coli 92bb44a2-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98470","Escherichia coli 66a95ec6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99483","Escherichia coli 883e9390-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100906","Escherichia coli 2bf2ca4c-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100050","Escherichia coli 221e900a-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.140875","Escherichia coli 013-E1-DxU","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
562,"562.57483","Escherichia coli strain PB222","trimethoprim","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.45663","Escherichia coli strain EC_08","trimethoprim/sulfamethoxazole","Resistant","6",,"6","mm","Disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
562,"562.48349","Escherichia coli 291","trimethoprim/sulfamethoxazole","Resistant",">4",">","4","mg/L",,,,,,,,,,"Laboratory Method",,
562,"562.73346","Escherichia coli strain BB1412","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST, CLSI",2019,,,,"Laboratory Method",,"33846529"
562,"562.7749","Escherichia coli strain 503023","trimethoprim/sulfamethoxazole","Resistant",">=320",">=","320","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.98704","Escherichia coli 10b0edf4-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99830","Escherichia coli eb5c78ca-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
